Year,Team,Win,Loss,PF,PA,PD,AvgPF,AvgPA,Attendance
2005,Florida State,5,1,201,102,99,33.5,17,82723.8333333333
2005,Georgia Tech,4,2,116,91,25,19.3333333333333,15.1666666666667,51607.3333333333
2005,NC State,4,2,145,95,50,24.1666666666667,15.8333333333333,52296
2005,Oregon State,3,3,185,163,22,30.8333333333333,27.1666666666667,42190
2005,USC,6,0,334,133,201,55.6666666666667,22.1666666666667,90812
2005,Virginia,5,0,173,67,106,34.6,13.4,60498.4
2006,Boston College,5,0,151,22,129,30.2,4.4,37434
2006,Clemson,5,1,221,46,175,36.8333333333333,7.66666666666667,81185.6666666667
2006,Florida State,3,4,160,146,14,22.8571428571429,20.8571428571429,80207.4285714286
2006,Georgia Tech,6,1,213,114,99,30.4285714285714,16.2857142857143,50617.2857142857
2006,NC State,3,4,143,142,1,20.4285714285714,20.2857142857143,56539.8571428572
2006,Oregon State,5,2,220,140,80,31.4285714285714,20,40829.7142857143
2006,USC,5,0,156,84,72,31.2,16.8,91376
2006,Virginia,4,2,103,71,32,17.1666666666667,11.8333333333333,57731.5
2007,Boston College,6,1,236,141,95,33.7142857142857,20.1428571428571,41989.5714285714
2007,Clemson,5,2,265,139,126,37.8571428571429,19.8571428571429,81334.5714285715
2007,Florida State,4,1,139,93,46,27.8,18.6,80597.4
2007,Georgia Tech,4,3,173,134,39,24.7142857142857,19.1428571428571,50279.8571428572
2007,NC State,2,4,113,184,-71,18.8333333333333,30.6666666666667,56409
2007,Oregon State,5,1,182,102,80,30.3333333333333,17,41374
2007,USC,5,1,176,71,105,29.3333333333333,11.8333333333333,87475.8333333333
2007,Virginia,5,0,130,82,48,26,16.4,59446.6
2008,Boston College,5,2,186,97,89,26.5714285714286,13.8571428571429,41036.8571428571
2008,Clemson,4,2,191,74,117,31.8333333333333,12.3333333333333,78614.8333333333
2008,Florida State,4,3,221,138,83,31.5714285714286,19.7142857142857,77967.5714285714
2008,Georgia Tech,6,1,205,103,102,29.2857142857143,14.7142857142857,47488.5714285714
2008,NC State,4,3,181,198,-17,25.8571428571429,28.2857142857143,56665.4285714286
2008,Oregon State,5,1,237,152,85,39.5,25.3333333333333,44930.6666666667
2008,USC,5,0,183,16,167,36.6,3.2,85429.8
2008,Virginia,4,3,125,122,3,17.8571428571429,17.4285714285714,53815.4285714286
2009,Boston College,6,1,239,113,126,34.1428571428571,16.1428571428571,35715.5714285714
2009,Clemson,3,1,133,62,71,33.25,15.5,75130.5
2009,Florida State,3,3,178,181,-3,29.6666666666667,30.1666666666667,74344.5
2009,Georgia Tech,5,1,173,131,42,28.8333333333333,21.8333333333333,51583.5
2009,NC State,5,3,268,209,59,33.5,26.125,56422.125
2009,Oregon State,4,2,196,140,56,32.6666666666667,23.3333333333333,42328.1666666667
2009,USC,4,2,191,128,63,31.8333333333333,21.3333333333333,84799.3333333333
2009,Virginia,1,5,111,139,-28,18.5,23.1666666666667,46224.5
2010,Boston College,4,3,131,130,1,18.7142857142857,18.5714285714286,38369.2857142857
2010,Clemson,1,1,48,43,5,24,21.5,80417.5
2010,Florida State,6,1,230,92,138,32.8571428571429,13.1428571428571,71270
2010,Georgia Tech,4,2,184,145,39,30.6666666666667,24.1666666666667,46449.3333333333
2010,NC State,4,1,180,108,72,36,21.6,56820
2010,Oregon State,4,1,151,101,50,30.2,20.2,45317
2010,USC,3,2,146,113,33,29.2,22.6,78143.6
2010,Virginia,4,2,187,146,41,31.1666666666667,24.3333333333333,45152.6666666667
2011,Boston College,2,4,121,136,-15,20.1666666666667,22.6666666666667,35709.1666666667
2011,Clemson,6,0,241,166,75,40.1666666666667,27.6666666666667,78233
2011,Florida State,5,0,194,45,149,38.8,9,76664.6
2011,Georgia Tech,4,1,202,120,82,40.4,24,46367.2
2011,NC State,6,1,257,157,100,36.7142857142857,22.4285714285714,56286.8571428572
2011,Oregon State,2,4,163,180,-17,27.1666666666667,30,42420.1666666667
2011,USC,6,0,218,106,112,36.3333333333333,17.6666666666667,71672.8333333333
2011,Virginia,4,2,154,123,31,25.6666666666667,20.5,45743
2012,Boston College,2,4,146,157,-11,24.3333333333333,26.1666666666667,37019.6666666667
2012,Clemson,6,1,302,167,135,43.1428571428572,23.8571428571429,81426.8571428572
2012,Florida State,6,1,350,91,259,50,13,75601.1428571429
2012,Georgia Tech,4,3,275,196,79,39.2857142857143,28,43954.5714285714
2012,NC State,5,1,170,86,84,28.3333333333333,14.3333333333333,54106.3333333333
2012,Oregon State,6,1,249,111,138,35.5714285714286,15.8571428571429,43424.4285714286
2012,USC,4,2,228,126,102,38,21,87945
2012,Virginia,3,3,169,162,7,28.1666666666667,27,46798
2013,Boston College,5,1,202,147,55,33.6666666666667,24.5,33005.8333333333
2013,Clemson,5,1,267,143,124,44.5,23.8333333333333,81028.5
2013,Florida State,7,0,408,61,347,58.2857142857143,8.71428571428571,75421
2013,Georgia Tech,5,0,241,37,204,48.2,7.4,47682.8
2013,NC State,3,5,203,209,-6,25.375,26.125,53177.5
2013,Oregon State,2,3,162,169,-7,32.4,33.8,42481
2013,Syracuse,4,2,183,114,69,30.5,19,38276.8333333333
2013,USC,5,2,150,117,33,21.4285714285714,16.7142857142857,73126.4285714286
2013,Virginia,2,5,162,252,-90,23.1428571428571,36,45452.1428571429
2014,Boston College,3,4,178,157,21,25.4285714285714,22.4285714285714,34270.4285714286
2014,Clemson,7,0,266,82,184,38,11.7142857142857,80175.7142857143
2014,Florida State,5,0,147,68,79,29.4,13.6,82144.4
2014,Georgia Tech,4,1,168,115,53,33.6,23,48347
2014,NC State,4,3,232,212,20,33.1428571428572,30.2857142857143,54397.8571428572
2014,Oregon State,3,3,174,179,-5,29,29.8333333333333,42458.5
2014,Syracuse,0,5,73,151,-78,14.6,30.2,40298.6
2014,USC,5,1,264,133,131,44,22.1666666666667,73271.6666666667
2014,Virginia,5,2,214,135,79,30.5714285714286,19.2857142857143,39320.4285714286
2015,Boston College,3,4,135,84,51,19.2857142857143,12,30256.7142857143
2015,Clemson,5,0,189,70,119,37.8,14,81694.2
2015,Florida State,7,0,294,126,168,42,18,73219.1428571429
2015,Georgia Tech,3,3,222,114,108,37,19,51070.6666666667
2015,NC State,3,3,214,171,43,35.6666666666667,28.5,56988
2015,Oregon State,2,4,105,180,-75,17.5,30,36079.3333333333
2015,Syracuse,4,3,198,155,43,28.2857142857143,22.1428571428571,32102.4285714286
2015,USC,5,2,277,148,129,39.5714285714286,21.1428571428571,75358
2015,Virginia,3,2,145,174,-29,29,34.8,41998.8
2016,Boston College,3,3,144,149,-5,24,24.8333333333333,32157
2016,Clemson,4,1,209,84,125,41.8,16.8,80195.8
2016,Florida State,4,2,214,108,106,35.6666666666667,18,76800.1666666667
2016,Georgia Tech,4,1,160,121,39,32,24.2,47334
2016,NC State,4,3,187,127,60,26.7142857142857,18.1428571428571,57497
2016,Oregon State,4,3,229,184,45,32.7142857142857,26.2857142857143,37622.4285714286
2016,Syracuse,2,4,146,211,-65,24.3333333333333,35.1666666666667,32804.6666666667
2016,USC,6,0,242,115,127,40.3333333333333,19.1666666666667,68459.1666666667
2016,Virginia,1,5,153,218,-65,25.5,36.3333333333333,39929.3333333333
2017,Boston College,2,4,117,134,-17,19.5,22.3333333333333,35924.3333333333
2017,Clemson,6,0,214,50,164,35.6666666666667,8.33333333333333,80814.5
2017,Florida State,3,3,215,122,93,35.8333333333333,20.3333333333333,70943
2017,Georgia Tech,4,1,150,96,54,30,19.2,46680.2
2017,NC State,5,1,222,145,77,37,24.1666666666667,56850
2017,Oregon State,1,5,127,213,-86,21.1666666666667,35.5,34754
2017,Syracuse,4,3,225,208,17,32.1428571428572,29.7142857142857,33930.5714285714
2017,USC,6,0,234,150,84,39,25,70677.8333333333
2017,Virginia,4,2,161,160,1,26.8333333333333,26.6666666666667,37863.1666666667
2018,Clemson,6,0,266,66,200,44.3333333333333,11,80227.1666666667
2018,Georgia Tech,4,1,175,93,82,35,18.6,41585.6
2018,NC State,6,1,256,122,134,36.5714285714286,17.4285714285714,56854.5714285714
2018,Oregon State,1,5,142,258,-116,23.6666666666667,43,35208.6666666667
2018,Syracuse,5,0,248,102,146,49.6,20.4,37410
2018,USC,3,3,179,154,25,29.8333333333333,25.6666666666667,55448.6666666667
2018,Virginia,5,1,174,97,77,29,16.1666666666667,39684
2000,Arizona,1,4,84,120,-36,16.8,24,49257.2
2000,California,1,3,103,116,-13,25.75,29,44625
2000,UCLA,5,2,230,213,17,32.8571428571429,30.4285714285714,67280.1428571429
2000,Washington,4,0,150,104,46,37.5,26,70631.75
2001,Arizona,2,4,180,235,-55,30,39.1666666666667,44383.1666666667
2001,California,0,6,106,260,-154,17.6666666666667,43.3333333333333,33442.5
2001,UCLA,4,1,171,99,72,34.2,19.8,66613.4
2001,Washington,6,0,202,115,87,33.6666666666667,19.1666666666667,72468.5
2002,Arizona,3,4,128,152,-24,18.2857142857143,21.7142857142857,45006
2002,California,4,3,251,177,74,35.8571428571429,25.2857142857143,37102.7142857143
2002,UCLA,2,4,153,199,-46,25.5,33.1666666666667,65395.8333333333
2002,Washington,5,2,237,169,68,33.8571428571429,24.1428571428571,71434.5714285714
2003,Arizona,2,5,123,218,-95,17.5714285714286,31.1428571428571,42764.5714285714
2003,California,3,2,172,81,91,34.4,16.2,35724.6
2003,UCLA,5,1,128,93,35,21.3333333333333,15.5,56635.5
2003,Washington,5,1,197,101,96,32.8333333333333,16.8333333333333,71887.6666666667
2004,Arizona,2,5,101,148,-47,14.4285714285714,21.1428571428571,50110.5714285714
2004,California,5,0,182,75,107,36.4,15,64019
2004,UCLA,3,2,140,89,51,28,17.8,54930
2004,Washington,1,5,107,172,-65,17.8333333333333,28.6666666666667,64737.1666666667
2005,Arizona,2,4,158,143,15,26.3333333333333,23.8333333333333,53779.3333333333
2005,California,4,1,166,84,82,33.2,16.8,57856.4
2005,UCLA,6,0,268,165,103,44.6666666666667,27.5,64217.5
2005,Washington,1,5,124,193,-69,20.6666666666667,32.1666666666667,64326.1666666667
2006,Arizona,3,4,105,129,-24,15,18.4285714285714,55798.4285714286
2006,California,7,0,273,143,130,39,20.4285714285714,64317.5714285714
2006,UCLA,6,1,168,86,82,24,12.2857142857143,64954.7142857143
2006,Washington,3,3,128,141,-13,21.3333333333333,23.5,57482.8333333333
2007,Arizona,4,2,208,145,63,34.6666666666667,24.1666666666667,52160.5
2007,California,4,2,197,142,55,32.8333333333333,23.6666666666667,63136
2007,UCLA,4,2,143,113,30,23.8333333333333,18.8333333333333,76378.5
2007,Washington,2,4,175,183,-8,29.1666666666667,30.5,67940.5
2008,Arizona,5,2,259,103,156,37,14.7142857142857,52440
2008,California,7,0,256,111,145,36.5714285714286,15.8571428571429,61632.1428571429
2008,UCLA,3,3,122,145,-23,20.3333333333333,24.1666666666667,74021.5
2008,Washington,0,7,115,251,-136,16.4285714285714,35.8571428571429,63639.8571428572
2009,Arizona,5,0,171,81,90,34.2,16.2,51493.4
2009,California,4,2,201,114,87,33.5,19,59471.6666666667
2009,UCLA,4,2,139,128,11,23.1666666666667,21.3333333333333,64547.1666666667
2009,Washington,5,1,189,110,79,31.5,18.3333333333333,63780.3333333333
2010,Arizona,4,2,188,109,79,31.3333333333333,18.1666666666667,55267.3333333333
2010,California,4,3,229,113,116,32.7142857142857,16.1428571428571,57873.1428571429
2010,UCLA,3,3,125,147,-22,20.8333333333333,24.5,60375.5
2010,Washington,2,3,100,148,-48,20,29.6,66469.2
2011,Arizona,3,3,196,186,10,32.6666666666667,31,48877.6666666667
2011,Colorado,1,4,127,183,-56,25.4,36.6,50355.4
2011,UCLA,5,1,180,139,41,30,23.1666666666667,56645.1666666667
2011,Washington,5,0,195,137,58,39,27.4,60749.8
2012,Arizona,6,2,355,218,137,44.375,27.25,47931.375
2012,California,2,5,167,207,-40,23.8571428571429,29.5714285714286,55875.7142857143
2012,Colorado,0,6,97,251,-154,16.1666666666667,41.8333333333333,45372.5
2012,UCLA,5,2,235,150,85,33.5714285714286,21.4285714285714,68481.4285714286
2012,Washington,5,1,158,94,64,26.3333333333333,15.6666666666667,58616.5
2013,Arizona,4,2,193,108,85,32.1666666666667,18,47618.8333333333
2013,California,1,6,196,314,-118,28,44.8571428571429,49329
2013,Colorado,3,3,187,206,-19,31.1666666666667,34.3333333333333,38463
2013,UCLA,5,1,273,135,138,45.5,22.5,70285.1666666667
2013,Washington,5,0,225,43,182,45,8.6,67559.6
2014,Arizona,6,1,275,195,80,39.2857142857143,27.8571428571429,50710.4285714286
2014,California,1,4,148,161,-13,29.6,32.2,49238
2014,Colorado,1,4,133,162,-29,26.6,32.4,37845.6
2014,UCLA,3,3,165,165,0,27.5,27.5,76650.1666666667
2014,Washington,4,3,238,186,52,34,26.5714285714286,64507.8571428572
2015,Arizona,3,2,235,153,82,47,30.6,51888.6
2015,California,5,1,265,146,119,44.1666666666667,24.3333333333333,48799.5
2015,Colorado,2,4,185,162,23,30.8333333333333,27,39388.5
2015,UCLA,4,2,183,163,20,30.5,27.1666666666667,66858.1666666667
2015,Washington,3,2,176,84,92,35.2,16.8,57525.4
2016,Arizona,3,4,210,250,-40,30,35.7142857142857,48288.1428571429
2016,California,1,2,94,121,-27,31.3333333333333,40.3333333333333,46551.6666666667
2016,Colorado,6,0,228,85,143,38,14.1666666666667,46608.6666666667
2016,UCLA,3,2,183,143,40,36.6,28.6,66722.8
2016,Washington,6,0,277,71,206,46.1666666666667,11.8333333333333,63293.1666666667
2017,Arizona,4,2,256,168,88,42.6666666666667,28,42631.8333333333
2017,California,3,0,107,46,61,35.6666666666667,15.3333333333333,32631
2017,Colorado,3,3,198,172,26,33,28.6666666666667,47055.8333333333
2017,UCLA,6,0,233,168,65,38.8333333333333,28,56043.6666666667
2017,Washington,5,0,226,83,143,45.2,16.6,67983.6
2018,Arizona,4,3,255,190,65,36.4285714285714,27.1428571428571,45435.8571428571
2018,California,4,3,158,173,-15,22.5714285714286,24.7142857142857,42866
2018,Colorado,3,3,159,153,6,26.5,25.5,45808.6666666667
2018,UCLA,2,5,172,242,-70,24.5714285714286,34.5714285714286,51163.8571428571
2018,Washington,6,0,203,89,114,33.8333333333333,14.8333333333333,69067.5
